n:1 mse_avg:3.53 mse_y:4.40 mse_u:1.98 mse_v:1.61 psnr_avg:42.65 psnr_y:41.70 psnr_u:45.16 psnr_v:46.07 
n:2 mse_avg:5.88 mse_y:7.74 mse_u:2.43 mse_v:1.90 psnr_avg:40.43 psnr_y:39.24 psnr_u:44.28 psnr_v:45.33 
n:3 mse_avg:7.66 mse_y:10.50 mse_u:2.28 mse_v:1.71 psnr_avg:39.29 psnr_y:37.92 psnr_u:44.54 psnr_v:45.79 
n:4 mse_avg:7.48 mse_y:10.15 mse_u:2.42 mse_v:1.86 psnr_avg:39.39 psnr_y:38.07 psnr_u:44.28 psnr_v:45.43 
n:5 mse_avg:6.30 mse_y:8.45 mse_u:2.26 mse_v:1.74 psnr_avg:40.14 psnr_y:38.86 psnr_u:44.60 psnr_v:45.72 
n:6 mse_avg:4.77 mse_y:6.07 mse_u:2.40 mse_v:1.93 psnr_avg:41.35 psnr_y:40.30 psnr_u:44.33 psnr_v:45.27 
n:7 mse_avg:5.31 mse_y:6.94 mse_u:2.31 mse_v:1.78 psnr_avg:40.88 psnr_y:39.72 psnr_u:44.49 psnr_v:45.62 
n:8 mse_avg:5.50 mse_y:7.20 mse_u:2.45 mse_v:1.76 psnr_avg:40.72 psnr_y:39.56 psnr_u:44.24 psnr_v:45.67 
n:9 mse_avg:4.49 mse_y:5.75 mse_u:2.25 mse_v:1.71 psnr_avg:41.60 psnr_y:40.53 psnr_u:44.60 psnr_v:45.81 
n:10 mse_avg:4.34 mse_y:5.47 mse_u:2.39 mse_v:1.76 psnr_avg:41.76 psnr_y:40.75 psnr_u:44.34 psnr_v:45.68 
n:11 mse_avg:4.31 mse_y:5.53 mse_u:2.12 mse_v:1.59 psnr_avg:41.79 psnr_y:40.70 psnr_u:44.86 psnr_v:46.12 
n:12 mse_avg:4.08 mse_y:5.13 mse_u:2.25 mse_v:1.74 psnr_avg:42.02 psnr_y:41.03 psnr_u:44.61 psnr_v:45.71 
n:13 mse_avg:3.16 mse_y:3.90 mse_u:1.92 mse_v:1.47 psnr_avg:43.13 psnr_y:42.23 psnr_u:45.30 psnr_v:46.45 
n:14 mse_avg:3.78 mse_y:4.88 mse_u:1.78 mse_v:1.42 psnr_avg:42.35 psnr_y:41.25 psnr_u:45.63 psnr_v:46.60 
n:15 mse_avg:3.42 mse_y:4.40 mse_u:1.65 mse_v:1.28 psnr_avg:42.79 psnr_y:41.70 psnr_u:45.96 psnr_v:47.05 
n:16 mse_avg:2.86 mse_y:3.54 mse_u:1.69 mse_v:1.32 psnr_avg:43.57 psnr_y:42.64 psnr_u:45.85 psnr_v:46.92 
